author,title,pages,year,booktitle,ee,crossref,url,genre
"['Everton da S. Maldonado', 'Rabe Abdalkareem', 'Emad Shihab', 'Alexander Serebrenik']",An Empirical Study on the Removal of Self-Admitted Technical Debt.,['238-248'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.8', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.8']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#MaldonadoASS17'],inproceedings
"['Ying Wang', 'Bihuan Chen 0001', 'Kaifeng Huang', 'Bowen Shi', 'Congying Xu', 'Xin Peng 0001', 'Yijian Wu', 'Yang Liu 0003']","An Empirical Study of Usages, Updates and Risks of Third-Party Libraries in Java Projects.",['35-45'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00014'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#Wang0HSX0WL20'],inproceedings
"['Saikat Mondal', 'Gias Uddin 0001', 'Chanchal K. Roy']",Automatic Identification of Rollback Edit with Reasons in Stack Overflow Q&A Site.,['856'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00111'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#MondalUR20'],inproceedings
"['Gergõ Balogh', 'Gabor Antal', 'Árpád Beszédes', 'László Vidács', 'Tibor Gyimóthy', 'Ádám Zoltán Végh']",Identifying wasted effort in the field via developer interaction data.,['391-400'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332490', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332490']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#BaloghABVGV15'],inproceedings
"['Andrea Ciani', 'Roberto Minelli', 'Andrea Mocci', 'Michele Lanza']",UrbanIt: Visualizing repositories everywhere.,['324-326'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332479', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332479']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#CianiMML15'],inproceedings
"['Changyuan Lin', 'Sarah Nadi', 'Hamzeh Khazaei']",A Large-scale Data Set and an Empirical Study of Docker Images Hosted on Docker Hub.,['371-381'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00043'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#LinNK20'],inproceedings
"['Mohammad Masudur Rahman 0001', 'Chanchal K. Roy']",SurfClipse: Context-Aware Meta-search in the IDE.,['617-620'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.109', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.109']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#RahmanR14'],inproceedings
['Yuriy Tymchuk'],Treating software quality as a first-class entity.,['594-597'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332521', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332521']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#Tymchuk15'],inproceedings
"['Haipeng Cai', 'Barbara G. Ryder']",Understanding Android Application Programming and Security: A Dynamic Study.,['364-375'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.31', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.31']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#CaiR17'],inproceedings
"['Brock Tubre', 'Paige Rodeghero']",Exploring the Challenges of Cloud Migrations During a Global Pandemic.,['784-785'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00090'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#TubreR20'],inproceedings
"['Feng Zhu', 'Jie Liu 0008', 'Sa Wang', 'Jiwei Xu', 'Lijie Xu', 'Jixin Ren', 'Dan Ye', 'Jun Wei 0001', 'Tao Huang 0001']",Hug the Elephant: Migrating a Legacy Data Analytics Application to Hadoop Ecosystem.,['177-187'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.14', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.14']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#ZhuLWXXRYWH16'],inproceedings
['Hyrum Wright'],Lessons Learned from Large-Scale Refactoring.,['366'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00058'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Wright19'],inproceedings
['Reem S. Alsuhaibani'],Applying Markov Models to Identify Grammatical Patterns of Function Identifiers.,['610-614'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00097'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Alsuhaibani19'],inproceedings
"['Stanislav Levin', 'Amiram Yehudai']",Using Temporal and Semantic Developer-Level Information to Predict Maintenance Activity Profiles.,['463-467'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.21', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.21']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#LevinY16'],inproceedings
"['Raphaël Khoury', 'Lei Shi', 'Abdelwahab Hamou-Lhadj']",Key Elements Extraction and Traces Comprehension Using Gestalt Theory and the Helmholtz Principle.,['478-482'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.24', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.24']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#KhourySH16'],inproceedings
"['John Businge', 'Moses Openja', 'Sarah Nadi', 'Engineer Bainomugisha', 'Thorsten Berger']",Clone-Based Variability Management in the Android Ecosystem.,['625-634'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00072', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00072']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#BusingeONBB18'],inproceedings
"['Christopher S. Corley', 'Kostadin Damevski', 'Nicholas A. Kraft']",Exploring the use of deep learning for feature location.,['556-560'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332513', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332513']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#CorleyDK15'],inproceedings
['Tingting Yu'],SimEvo: Testing Evolving Multi-process Software Systems.,['204-215'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.29', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.29']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#Yu17'],inproceedings
"['Jiachen Yang', 'Keisuke Hotta', 'Yoshiki Higo', 'Shinji Kusumoto']",Towards purity-guided refactoring in Java.,['521-525'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332506', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332506']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#YangHHK15'],inproceedings
"['Masaki Hosono', 'Susumu Tokumoto', 'Supasit Monpratarnchai', 'Hironori Washizaki', 'Kiyoshi Honda', 'Hiromasa Nagumo', 'Hisanobu Sonoda', 'Yoshiaki Fukazawa', 'Kazuki Munakata', 'Takao Nakagawa', 'Yusuke Nemoto']",Inappropriate Usage Examples in Web API Documentations.,['343-347'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00052'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#HosonoTMWHNSFMN19'],inproceedings
"['Luis Cruz 0002', 'Rui Abreu', 'John C. Grundy', 'Li Li', 'Xin Xia 0001']",Do Energy-Oriented Changes Hinder Maintainability?,['29-40'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00013'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#0002AGLX19'],inproceedings
['Felipe Ebert'],From Transient Information to Persistent Documentation: Enhancing Software Documentation.,['849-853'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00108'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#Ebert20'],inproceedings
"['Jayati Deshmukh', 'K. M. Annervaz', 'Sanjay Podder', 'Shubhashis Sengupta', 'Neville Dubash']",Towards Accurate Duplicate Bug Retrieval Using Deep Learning Techniques.,['115-124'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.69', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.69']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#DeshmukhMPSD17'],inproceedings
"['Camilo Escobar-Velásquez', 'Michael Osorio-Riaño', 'Juan Dominguez-Osorio', 'Maria Arevalo', 'Mario Linares-Vásquez']",An Empirical Study of i18n Collateral Changes and Bugs in GUIs of Android apps.,['581-592'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00061'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#Escobar-Velasquez20'],inproceedings
"['Manar H. Alalfi', 'Eric J. Rapos', 'Andrew Stevenson', 'Matthew Stephan', 'Thomas R. Dean', 'James R. Cordy']",Semi-automatic Identification and Representation of Subsystem Variability in Simulink Models.,['486-490'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.79', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.79']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#AlalfiRSSDC14'],inproceedings
"['Martina Iammarino', 'Fiorella Zampetti', 'Lerina Aversano', 'Massimiliano Di Penta']",Self-Admitted Technical Debt Removal and Refactoring Actions: Co-Occurrence or More?,['186-190'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00029'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#IammarinoZAP19'],inproceedings
"['Fabio Palomba', 'Mario Linares Vásquez', 'Gabriele Bavota', 'Rocco Oliveto', 'Massimiliano Di Penta', 'Denys Poshyvanyk', 'Andrea De Lucia']",User reviews matter! Tracking crowdsourced reviews to support evolution of successful apps.,['291-300'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332475', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332475']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#PalombaVBOPPL15'],inproceedings
"['Deheng Yang', 'Yuhua Qi', 'Xiaoguang Mao']",An Empirical Study on the Usage of Fault Localization in Automated Program Repair.,['504-508'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.37', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.37']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#YangQM17'],inproceedings
"['Jacob Krüger', 'Regina Hebig']",What Developers (Care to) Recall: An Interview Survey on Smaller Systems.,['46-57'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00015'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#KrugerH20'],inproceedings
['Mark D. Syer'],The Maintenance and Evolution of Field-Representative Performance Tests.,['665'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.120', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.120']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#Syer14'],inproceedings
"['Eric Horton', 'Chris Parnin']",Gistable: Evaluating the Executability of Python Code Snippets on GitHub.,['217-227'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00031', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00031']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#HortonP18'],inproceedings
"['Chak Shun Yu', 'Christoph Treude', 'Maurício Finavaro Aniche']",Comprehending Test Code: An Empirical Study.,['501-512'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00084'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#YuTA19'],inproceedings
"['Wei Ma', 'Thomas Laurent 0003', 'Milos Ojdanic', 'Thierry Titcheu Chekam', 'Anthony Ventresque', 'Mike Papadakis']",Commit-Aware Mutation Testing.,['394-405'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00045'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#Ma0OCVP20'],inproceedings
"['Luiz Felipe Dias', 'Igor Steinmacher', 'Gustavo Pinto 0001', 'Daniel Alencar da Costa', 'Marco Aurélio Gerosa']",How Does the Shift to GitHub Impact Project Collaboration?,['473-477'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.78', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.78']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#DiasSPCG16'],inproceedings
"['John Anderson', 'Igor Steinmacher', 'Paige Rodeghero']",Assessing the Characteristics of FOSS Contributions in Network Automation Projects.,['324-335'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00039'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#AndersonSR20'],inproceedings
"['Yi Gao', 'Zan Wang', 'Shuang Liu', 'Lin Yang', 'Wei Sang', 'Yuanfang Cai']",TECCD: A Tree Embedding Approach for Code Clone Detection.,['145-156'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00025'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#GaoWLYSC19'],inproceedings
"['Frederik Kanning', 'Sandro Schulze']",Program Slicing in the Presence of Preprocessor Variability.,['501-505'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.82', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.82']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#KanningS14'],inproceedings
"['Manuel Leuenberger', 'Haidar Osman', 'Mohammad Ghafari', 'Oscar Nierstrasz']",KOWALSKI: Collecting API Clients in Easy Mode.,['653-657'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.78', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.78']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#LeuenbergerOGN17'],inproceedings
"['Marco Castelluccio', 'Le An', 'Foutse Khomh']",Is it Safe to Uplift this Patch?: An Empirical Study on Mozilla Firefox.,['411-421'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.82', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.82']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#CastelluccioAK17'],inproceedings
"['Alexander William Wong', 'Amir Salimi', 'Shaiful Alam Chowdhury', 'Abram Hindle']",Syntax and Stack Overflow: A Methodology for Extracting a Corpus of Syntax Errors and Fixes.,['318-322'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00048'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#WongSCH19'],inproceedings
"['Zhiqiang Li 0003', 'Xiao-Yuan Jing', 'Xiaoke Zhu', 'Hongyu Zhang 0002']",Heterogeneous Defect Prediction Through Multiple Kernel Learning and Ensemble Learning.,['91-102'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.19', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.19']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#LiJZZ17'],inproceedings
"['Vincent Blondeau', 'Anne Etien', 'Nicolas Anquetil', 'Sylvain Cresson', 'Pascal Croisy', 'Stéphane Ducasse']",What are the Testing Habits of Developers? A Case Study in a Large IT Company.,['58-68'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.68', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.68']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#BlondeauEACCD17'],inproceedings
"['Léuson M. P. da Silva', 'Paulo Borba', 'Wardah Mahmood', 'Thorsten Berger', 'João Moisakis']",Detecting Semantic Conflicts via Automated Behavior Change Detection.,['174-184'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00026'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#SilvaBMBM20'],inproceedings
"['Wolfram Fenske', 'Jacob Krüger', 'Maria Kanyshkova', 'Sandro Schulze']",#ifdef Directives and Program Comprehension: The Dilemma between Correctness and Preference.,['255-266'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00033'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#FenskeKKS20'],inproceedings
"['Antonino Sabetta', 'Michele Bezzi']",A Practical Approach to the Automatic Classification of Security-Relevant Commits.,['579-582'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00058', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00058']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#SabettaB18'],inproceedings
"['Andrea De Lucia', 'Vincenzo Deufemia', 'Carmine Gravino', 'Michele Risi', 'Ciro Pirolli']",ePadEvo: A tool for the detection of behavioral design patterns.,['327-329'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332480', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332480']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#LuciaDGRP15'],inproceedings
"['Paloma Oliveira', 'Marco Tulio Valente', 'Alexandre Bergel', 'Alexander Serebrenik']",Validating metric thresholds with developers: An early result.,['546-550'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332511', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332511']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#OliveiraVBS15'],inproceedings
"['Jifeng Xuan', 'Martin Monperrus']",Learning to Combine Multiple Ranking Metrics for Fault Localization.,['191-200'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.41', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.41', 'https://www.wikidata.org/entity/Q64356952']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#XuanM14'],inproceedings
"['Martin P. Robillard', 'Mathieu Nassif', 'Shane McIntosh']","Replication Package for ""Threats of Aggregating Software Repository Data"".",['710'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00082', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00082']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#RobillardNM18a'],inproceedings
"['Masahiro Hata', 'Masashi Nishimoto', 'Keiji Nishiyama', 'Hideyuki Kawabata', 'Tetsuo Hironaka']",OSAIFU: A Source Code Factorizer on Android Studio.,['422-425'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00074'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#HataNNKH19'],inproceedings
"['Ali Ouni 0001', 'Raula Gaikovina Kula', 'Katsuro Inoue']",Search-Based Peer Reviewers Recommendation in Modern Code Review.,['367-377'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.65', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.65']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#0001KI16'],inproceedings
"['Dario Di Nucci', 'Fabio Palomba', 'Sandro Siravo', 'Gabriele Bavota', 'Rocco Oliveto', 'Andrea De Lucia']",On the role of developer's scattered changes in bug prediction.,['241-250'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332470', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332470']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#NucciPSBOL15'],inproceedings
"['Denini Silva', 'Leopoldo Teixeira', ""Marcelo d'Amorim""]",Shake It! Detecting Flaky Tests Caused by Concurrency with Shaker.,['301-311'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00037'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#SilvaTd20'],inproceedings
"['Andrea De Lucia', 'Vincenzo Deufemia', 'Carmine Gravino', 'Michele Risi']",Towards automating dynamic analysis for behavioral design pattern detection.,['161-170'],2015,ICSME,"['https://doi.org/10.1109/ICSM.2015.7332462', 'http://doi.ieeecomputersociety.org/10.1109/ICSM.2015.7332462']",['conf/icsm/2015'],['db/conf/icsm/icsme2015.html#LuciaDGR15'],inproceedings
"['Haipeng Cai', 'Barbara G. Ryder']",Artifacts for Dynamic Analysis of Android Apps.,['659'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.36', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.36']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#CaiR17b'],inproceedings
"['Fabio Palomba', 'Andy Zaidman', 'Andrea De Lucia']",Automatic Test Smell Detection Using Information Retrieval Techniques.,['311-322'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00040', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00040']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#PalombaZL18'],inproceedings
"['Meng Yan', 'Xin Xia 0001', 'Xiaohong Zhang 0002', 'Dan Yang 0001', 'Ling Xu']",Automating Aggregation for Software Quality Modeling.,['529-533'],2017,ICSME,"['https://doi.org/10.1109/ICSME.2017.30', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2017.30']",['conf/icsm/2017'],['db/conf/icsm/icsme2017.html#YanXZYX17'],inproceedings
"['Manel Grichi', 'Ellis E. Eghan', 'Bram Adams']",On the Impact of Multi-language Development in Machine Learning Frameworks.,['546-556'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00058'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#GrichiEA20'],inproceedings
"['Rrezarta Krasniqi', 'Collin McMillan']",TraceLab Components for Generating Speech Act Types in Developer Question/Answer Conversations.,['713'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00085', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00085']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#KrasniqiM18'],inproceedings
"['Aindrila Sarkar', 'Peter C. Rigby', 'Béla Bartalos']",Improving Bug Triaging with High Confidence Predictions at Ericsson.,['81-91'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00018'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#SarkarRB19'],inproceedings
"['Carmine Vassallo', 'Fiorella Zampetti', 'Daniele Romano', 'Moritz Beller', 'Annibale Panichella', 'Massimiliano Di Penta', 'Andy Zaidman']",Continuous Delivery Practices in a Large Financial Organization.,['519-528'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.72', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.72']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#VassalloZRBPPZ16'],inproceedings
['Dario Di Nucci'],Methods and Tools for Focusing and Prioritizing the Testing Effort.,['722-726'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00089', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00089']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#Nucci18'],inproceedings
"['Xin Zhang', 'Yang Chen', 'Yongfeng Gu', 'Weiqin Zou', 'Xiaoyuan Xie', 'Xiangyang Jia', 'Jifeng Xuan']",How do Multiple Pull Requests Change the Same Code: A Study of Competing Pull Requests in GitHub.,['228-239'],2018,ICSME,"['https://doi.org/10.1109/ICSME.2018.00032', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2018.00032']",['conf/icsm/2018'],['db/conf/icsm/icsme2018.html#ZhangCGZXJX18'],inproceedings
"['Maëlick Claes', 'Tom Mens', 'Philippe Grosjean']",maintaineR: A Web-Based Dashboard for Maintainers of CRAN Packages.,['597-600'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.104', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.104', 'https://www.wikidata.org/entity/Q58147044']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#ClaesMG14'],inproceedings
"['Heather M. Michaud', 'Drew T. Guarnera', 'Michael L. Collard', 'Jonathan I. Maletic']",Recovering Commit Branch of Origin from GitHub Repositories.,['290-300'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.39', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.39']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#MichaudGCM16'],inproceedings
['Basma S. Alqadi'],The Relationship Between Cognitive Complexity and the Probability of Defects.,['600-604'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00095'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Alqadi19'],inproceedings
"['Qian Liang', 'Patrick Lam 0001']",SiblingClassTestDetector: Finding Untested Sibling Functions.,['697-701'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00075'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#Liang020'],inproceedings
"['Qianqian Wang', 'Alessandro Orso']",Improving Testing by Mimicking User Behavior.,['488-498'],2020,ICSME,['https://doi.org/10.1109/ICSME46990.2020.00053'],['conf/icsm/2020'],['db/conf/icsm/icsme2020.html#WangO20'],inproceedings
"['Dierk Lüdemann', 'Nazish Asad', 'Klaus Schmid', 'Christopher Voges']",Understanding Variable Code: Reducing the Complexity by Integrating Variability Information.,['312-322'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.58', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.58']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#LudemannASV16'],inproceedings
"['Florian Angerer', 'Herbert Prähofer', 'Paul Grünbacher']",Modular Change Impact Analysis for Configurable Software.,['468-472'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.69', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.69']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#AngererPG16'],inproceedings
"['Jeffrey Svajlenko', 'Chanchal Kumar Roy']",Evaluating Modern Clone Detection Tools.,['321-330'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.54', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.54']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#SvajlenkoR14'],inproceedings
"['Tam Nguyen', 'Phong Vu', 'Tung Nguyen']",Personalized Code Recommendation.,['313-317'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00047'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#NguyenVN19'],inproceedings
"['Bo Zhang', 'Hongyu Zhang 0002', 'Junjie Chen 0003', 'Dan Hao', 'Pablo Moscato']",Automatic Discovery and Cleansing of Numerical Metamorphic Relations.,['235-245'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00035'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#Zhang00HM19'],inproceedings
"['Michael Wahler', 'Uwe Drofenik', 'Will Snipes']",Improving Code Maintainability: A Case Study on the Impact of Refactoring.,['493-501'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.52', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.52']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#WahlerDS16'],inproceedings
"['Keith B. Gallagher', 'Mark Fioravanti', 'Suzanne Kozaitis']",Teaching Software Maintenance.,['353-362'],2019,ICSME,['https://doi.org/10.1109/ICSME.2019.00054'],['conf/icsm/2019'],['db/conf/icsm/icsme2019.html#GallagherFK19'],inproceedings
"['Hong Wu', 'Lin Shi', 'Celia Chen', 'Qing Wang 0001', 'Barry W. Boehm']",Maintenance Effort Estimation for Open Source Software: A Systematic Literature Review.,['32-43'],2016,ICSME,"['https://doi.org/10.1109/ICSME.2016.87', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2016.87']",['conf/icsm/2016'],['db/conf/icsm/icsme2016.html#WuSCWB16'],inproceedings
"['Davy Landman', 'Alexander Serebrenik', 'Jurgen J. Vinju']",Empirical Analysis of the Relationship between CC and SLOC in a Large Corpus of Java Methods.,['221-230'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.44', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.44']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#LandmanSV14'],inproceedings
['Emad Shihab'],Practical Software Quality Prediction.,['639-644'],2014,ICSME,"['https://doi.org/10.1109/ICSME.2014.114', 'http://doi.ieeecomputersociety.org/10.1109/ICSME.2014.114']",['conf/icsm/2014'],['db/conf/icsm/icsme2014.html#Shihab14'],inproceedings
